	G.1	G.2	G.3	G.4	G.5	GR.01
ASV5194	0	0	1	1	0	0
ASV5215	0	0	0	0	0	0
ASV5241	0	2	0	0	0	0
ASV5248	6	4	1	3	1	0
ASV5280	0	0	1	0	0	0
ASV5336	5	0	6	1	0	0
ASV5337	0	0	0	0	0	0
ASV5379	0	0	0	0	0	0
ASV5418	0	1	1	3	5	0
ASV5464	1	1	0	0	1	2
ASV5479	2	3	8	1	0	1
ASV5500	2	2	2	0	5	4
ASV5561	0	0	0	0	0	0
ASV5615	0	0	0	0	0	0
ASV5620	0	0	1	0	0	0
ASV5663	1	1	3	1	3	0
ASV5710	0	0	0	0	0	0
ASV5713	1	0	1	0	2	0
ASV5760	3	3	4	2	12	0
ASV5762	1	0	2	2	0	0
ASV5770	0	0	1	2	0	0
ASV5845	0	0	1	0	3	0
ASV5875	0	0	0	0	1	0
ASV5878	0	1	3	1	3	0
ASV5891	4	1	2	1	0	1
ASV5897	1	5	6	2	0	2
ASV5958	0	0	0	0	0	0
ASV3209	0	0	0	0	0	0
ASV3339	0	8	2	3	0	0
ASV3459	2	0	1	2	2	2
ASV3483	0	0	0	0	0	0
ASV3507	7	1	4	2	0	1
ASV3550	3	7	1	2	5	0
ASV3552	2	0	2	5	0	3
ASV3578	0	0	1	0	0	0
ASV3595	0	0	3	1	10	0
ASV3649	2	6	2	3	7	2
ASV3659	0	0	0	0	20	0
ASV3662	0	0	0	0	0	0
ASV3710	4	4	3	1	0	2
ASV3721	1	8	2	3	1	0
ASV3727	0	1	0	0	0	0
ASV3730	0	0	0	0	0	0
ASV3740	0	0	0	0	0	0
ASV3761	2	0	0	0	0	0
ASV3827	3	0	4	7	0	2
ASV3846	3	5	5	4	3	2
ASV3850	0	0	0	7	16	0
ASV3866	0	0	0	1	0	0
ASV3879	0	0	5	2	0	2
ASV3956	2	4	3	2	1	1
ASV3961	0	0	0	1	0	0
ASV3976	1	0	2	1	0	1
ASV3983	0	0	0	0	0	0
ASV4027	0	0	0	0	0	0
ASV4028	1	7	0	4	6	1
ASV4033	1	0	2	0	1	2
ASV4039	0	0	2	0	0	0
ASV4060	0	3	1	0	7	0
ASV4081	0	0	0	0	0	0
ASV4094	3	0	5	1	0	5
ASV4107	0	0	0	2	1	1
ASV4117	0	0	4	0	2	0
ASV4132	0	0	1	0	0	0
ASV4142	0	0	0	0	1	0
ASV4149	0	0	0	0	0	0
ASV4174	6	0	6	4	0	0
ASV4182	0	0	0	0	0	4
ASV4191	2	0	0	0	0	3
ASV4261	3	0	2	0	1	0
ASV4270	1	0	0	1	0	0
ASV4290	0	0	1	2	0	0
ASV4300	2	5	9	5	0	0
ASV4307	3	0	7	0	0	1
ASV4369	0	0	0	0	0	0
ASV4398	1	0	0	1	0	0
ASV4461	0	0	0	0	0	0
ASV4470	0	0	0	1	0	0
ASV4523	0	0	0	0	0	0
ASV4532	0	0	1	1	0	0
ASV4547	0	0	0	0	0	0
ASV4558	0	0	2	1	0	1
ASV4633	6	1	6	1	0	4
ASV4646	0	0	0	0	0	0
ASV4666	0	0	0	0	0	0
ASV4707	0	5	2	1	6	0
ASV4735	1	0	3	1	0	15
ASV4790	2	0	12	1	0	0
ASV4850	0	0	0	0	0	0
ASV4891	0	0	0	0	0	0
ASV4920	2	0	1	1	0	16
ASV4927	2	2	1	1	0	5
ASV4960	0	0	0	0	1	1
ASV4969	0	0	0	0	0	0
ASV4991	0	0	2	0	0	5
ASV5065	1	2	1	0	0	0
ASV5089	0	0	1	4	4	0
ASV5093	5	1	3	4	0	3
ASV5110	0	0	0	1	0	0
ASV5123	0	1	1	0	0	0
ASV5124	1	1	2	1	0	0
ASV5126	0	0	0	0	0	3
ASV5206	5	3	4	3	2	0
ASV5247	9	1	1	1	6	0
ASV5259	0	0	0	0	14	0
ASV5263	0	0	0	0	0	0
ASV5284	0	0	0	0	0	0
ASV5316	3	6	2	2	2	1
ASV5335	0	10	0	1	8	0
ASV5339	1	0	2	1	0	0
ASV5371	0	1	1	2	9	0
ASV5408	0	0	2	4	0	0
ASV5417	0	0	0	0	0	0
ASV5466	0	0	0	0	0	0
ASV5548	1	3	2	2	3	1
ASV5729	4	3	3	2	0	0
ASV5752	0	0	0	0	0	0
ASV5806	0	15	0	0	4	0
ASV5827	1	0	0	0	0	0
ASV5857	0	1	0	0	15	0
ASV5914	0	0	1	0	0	0
ASV3114	0	0	0	0	0	0
ASV3515	0	0	0	0	0	0
ASV3592	0	0	0	0	0	0
ASV3600	0	0	0	5	13	0
ASV3618	0	0	0	0	0	0
ASV3747	0	1	1	0	3	0
ASV3766	0	0	0	0	0	0
ASV3770	0	1	0	0	0	0
ASV3882	0	0	0	0	0	0
ASV3899	0	0	0	0	0	0
ASV3945	0	3	0	3	0	2
ASV3966	0	14	0	0	0	3
ASV3988	1	6	1	1	0	0
ASV3994	0	1	1	0	0	0
ASV4013	1	0	0	0	0	1
ASV4029	0	0	0	0	0	0
ASV4054	1	1	1	0	10	3
ASV4098	3	1	4	3	0	0
ASV4122	0	0	2	1	8	0
ASV4146	0	1	2	0	3	0
ASV4157	0	0	0	0	0	0
ASV4193	0	3	2	0	3	2
ASV4244	2	0	1	0	0	0
ASV4258	2	1	0	1	0	2
ASV4282	1	0	3	2	1	1
ASV4301	0	14	2	1	4	0
ASV4311	0	0	0	0	0	0
ASV4324	0	0	1	0	1	0
ASV4349	0	0	0	0	0	0
ASV4371	0	8	0	7	5	0
ASV4375	0	0	0	0	0	0
ASV4376	0	0	0	0	0	0
ASV4426	1	0	0	0	0	1
ASV4431	0	1	1	2	6	0
ASV4441	1	0	2	0	0	0
ASV4453	0	0	0	0	0	0
ASV4476	0	0	0	0	0	0
ASV4511	1	3	3	1	4	0
ASV4530	0	6	4	1	1	0
ASV4560	1	0	3	3	1	0
ASV4590	0	0	0	0	0	0
ASV4597	0	0	0	4	0	3
ASV4606	0	0	0	0	0	0
ASV4645	3	0	0	3	0	2
ASV4650	1	11	4	2	2	1
ASV4653	0	0	2	0	0	0
ASV4668	0	6	5	3	0	8
ASV4688	0	0	2	0	0	0
ASV4709	0	0	1	1	0	0
ASV4729	0	0	0	0	0	0
ASV4742	0	0	0	0	0	0
ASV4746	0	0	3	14	2	0
ASV4832	0	0	2	0	0	0
ASV4834	0	0	0	1	0	0
ASV4860	0	0	0	0	0	0
ASV4909	0	0	0	0	0	0
ASV4935	0	0	0	0	0	0
ASV4939	0	0	0	0	0	0
ASV4955	0	0	0	0	0	0
ASV5078	0	14	1	4	0	2
ASV5117	1	0	3	0	1	0
ASV5133	0	0	0	0	0	0
ASV5177	0	0	0	0	0	0
ASV5183	1	0	0	0	0	0
ASV5195	2	0	6	4	1	1
ASV5200	1	4	5	0	8	0
ASV5219	2	1	0	0	0	0
ASV5239	0	0	0	0	0	0
ASV5261	0	0	0	0	0	0
ASV5299	1	6	2	1	1	2
ASV5304	0	0	0	1	1	0
ASV5338	1	0	7	1	0	0
ASV5388	0	0	0	0	0	0
ASV5402	0	4	1	0	1	2
ASV5411	0	1	3	2	7	0
ASV5424	0	1	6	4	0	0
ASV5440	1	0	0	0	0	0
ASV5502	1	2	0	1	0	5
ASV5504	4	1	0	0	0	6
ASV5676	0	0	0	0	0	0
ASV5696	2	2	3	0	2	1
ASV5704	5	0	5	1	0	1
ASV5743	0	3	0	1	1	0
ASV5755	0	0	0	0	0	0
ASV5816	1	0	4	2	0	0
ASV5853	4	0	2	1	0	1
ASV5858	0	0	1	1	0	0
ASV5881	0	0	0	0	0	0
ASV5889	0	0	0	0	0	0
ASV5912	2	0	0	2	0	1
ASV5915	2	2	4	1	0	1
ASV5923	0	0	0	2	0	0
ASV5953	0	0	0	0	3	0
ASV5960	0	0	0	0	0	0
ASV2996	5	5	1	3	1	0
ASV3367	0	0	1	0	1	0
ASV3413	0	0	0	0	0	0
ASV3532	0	0	0	0	0	0
ASV3720	0	0	0	0	0	0
ASV3734	6	3	0	1	0	0
ASV3810	2	0	0	0	0	0
ASV3831	0	0	0	0	0	0
ASV3870	0	0	5	2	12	0
ASV3897	2	4	1	4	0	2
ASV3933	0	0	0	0	0	0
ASV3957	0	0	0	0	0	0
ASV3964	1	0	1	1	0	0
ASV3992	0	0	1	1	2	0
ASV4032	0	0	0	0	0	0
ASV4065	0	5	3	2	0	1
ASV4089	1	1	2	2	1	2
ASV4091	1	0	0	0	0	0
ASV4099	0	0	2	0	0	0
ASV4115	3	2	4	2	0	5
ASV4153	2	0	1	0	0	0
ASV4167	4	0	0	0	0	1
ASV4199	0	0	0	0	2	0
ASV4211	1	2	1	0	0	6
ASV4293	0	2	0	0	2	1
ASV4296	2	5	4	4	3	0
ASV4308	0	0	0	0	0	0
ASV4327	0	0	0	4	10	0
ASV4329	0	0	0	0	0	0
ASV4350	0	0	0	0	0	0
ASV4383	0	0	0	0	0	0
ASV4471	2	2	4	2	0	0
ASV4478	0	5	3	3	5	0
ASV4538	0	0	0	0	0	0
ASV4544	0	5	0	1	0	7
ASV4585	0	0	0	0	0	0
ASV4622	0	0	0	0	0	0
ASV4623	5	2	3	4	0	1
ASV4638	1	0	3	2	0	0
ASV4657	0	7	2	4	6	0
ASV4677	0	0	0	1	0	0
ASV4697	0	0	0	0	0	0
ASV4713	0	5	0	0	0	0
ASV4723	0	0	1	0	0	0
ASV4753	0	1	1	2	7	0
ASV4775	0	0	0	0	0	0
ASV4808	0	0	2	1	12	0
ASV4818	0	0	0	0	0	0
ASV4904	2	5	1	4	0	0
ASV4950	0	0	0	0	0	0
ASV4954	0	0	1	0	0	0
ASV4964	2	1	0	0	3	0
ASV4978	0	3	1	1	3	0
ASV4988	0	0	0	0	0	0
ASV5022	2	0	0	0	0	0
ASV5039	0	16	0	0	3	0
ASV5067	0	0	0	0	0	0
ASV5139	0	0	0	0	0	0
ASV5175	0	0	0	0	0	0
ASV5221	0	0	0	0	0	0
ASV5230	0	0	0	0	8	0
ASV5254	0	4	3	4	7	0
ASV5265	0	0	0	0	0	0
ASV5266	0	0	0	0	0	1
ASV5267	0	2	1	2	6	0
ASV5275	9	4	4	2	0	1
ASV5277	1	0	0	0	1	0
ASV5283	0	0	1	0	0	0
ASV5298	0	0	0	0	0	0
ASV5318	0	0	2	7	7	0
ASV5323	0	0	0	0	0	0
ASV5345	3	2	2	2	1	0
ASV5350	3	3	2	1	0	5
ASV5392	1	2	2	3	5	0
ASV5421	2	3	3	0	0	1
ASV5433	0	0	0	0	0	0
ASV5435	0	0	1	0	0	0
ASV5439	0	0	1	0	0	1
ASV5461	0	6	1	2	12	0
ASV5463	7	1	2	1	0	1
ASV5489	0	0	0	0	0	0
ASV5501	0	2	0	1	5	1
ASV5533	0	6	3	2	7	0
ASV5628	0	0	8	3	6	0
ASV5640	0	0	0	0	1	0
ASV5647	1	10	4	5	0	0
ASV5688	0	0	0	0	0	0
ASV5691	2	1	1	1	0	0
ASV5734	1	0	3	2	0	0
ASV5747	0	0	0	0	0	0
ASV5750	0	0	1	0	0	0
ASV5809	0	0	0	0	2	1
ASV5918	0	1	3	6	0	0
ASV5938	0	5	0	1	1	1
ASV3528	0	0	0	0	0	0
ASV3635	1	1	1	1	0	0
ASV3665	0	0	0	0	0	0
ASV3672	0	0	2	0	0	0
ASV3699	2	0	2	2	0	1
ASV3703	0	0	0	0	0	0
ASV3796	0	3	4	0	1	0
ASV3819	0	1	0	1	15	0
ASV3841	1	2	4	1	0	10
ASV3847	1	0	0	0	0	0
ASV3895	6	0	4	2	0	2
ASV3905	7	0	1	0	0	3
ASV3936	5	2	3	2	0	6
ASV3942	2	0	1	0	0	0
ASV3990	3	0	5	1	0	0
ASV4016	0	0	0	1	0	0
ASV4019	0	0	0	0	0	0
ASV4036	0	0	0	1	1	0
ASV4090	10	1	2	0	1	0
ASV4156	0	6	5	4	0	1
ASV4188	0	0	0	0	0	0
ASV4214	0	3	0	0	0	0
ASV4249	0	0	0	0	0	0
ASV4283	2	4	2	3	2	0
ASV4291	0	0	0	1	1	0
ASV4318	1	3	7	3	0	0
ASV4330	0	0	0	0	0	0
ASV4334	0	0	0	0	1	1
ASV4342	0	0	0	0	1	0
ASV4386	0	3	2	1	0	2
ASV4389	2	0	1	1	0	2
ASV4409	3	1	0	1	0	0
ASV4421	2	1	1	0	0	0
ASV4436	0	0	5	3	0	0
ASV4447	0	2	1	1	0	2
ASV4464	0	0	1	1	0	0
ASV4468	0	0	0	0	0	0
ASV4477	0	8	3	6	0	0
ASV4522	0	0	0	0	0	0
ASV4540	0	1	0	0	1	0
ASV4567	1	0	2	0	0	0
ASV4578	0	0	0	0	0	3
ASV4620	0	0	0	0	0	0
ASV4678	0	0	0	0	0	0
ASV4741	1	0	1	0	0	0
ASV4748	0	0	0	0	0	0
ASV4750	2	0	0	0	0	0
ASV4772	0	0	0	0	0	0
ASV4778	1	0	0	0	0	0
ASV4794	0	1	2	1	15	0
ASV4795	0	0	0	0	0	0
ASV4798	0	0	0	0	0	0
ASV4813	5	0	6	0	0	0
ASV4831	0	4	1	1	1	0
ASV4845	0	0	0	1	0	0
ASV4862	3	0	3	2	0	3
ASV4875	0	0	0	0	0	0
ASV4876	0	14	5	1	0	0
ASV4903	2	1	1	1	0	3
ASV4959	0	0	0	0	0	0
ASV4979	1	0	0	0	0	0
ASV5038	5	1	3	1	0	0
ASV5050	0	1	0	0	0	1
ASV5060	0	0	0	0	3	0
ASV5080	0	0	0	0	0	0
ASV5108	0	1	0	1	0	0
ASV5141	0	0	0	2	0	0
ASV5146	2	0	2	2	2	1
ASV5150	0	1	3	3	7	0
ASV5167	0	3	1	1	0	0
ASV5182	0	0	0	0	1	0
ASV5202	0	7	3	2	4	2
ASV5244	1	0	2	0	0	0
ASV5258	0	0	0	0	0	0
ASV5264	0	0	0	0	0	0
ASV5282	0	0	0	0	0	0
ASV5312	0	0	0	1	0	0
ASV5322	2	3	2	2	9	0
ASV5324	0	0	0	2	0	0
ASV5329	4	8	2	1	2	0
ASV5362	0	0	0	0	0	0
ASV5364	0	0	0	0	0	0
ASV5373	2	0	2	2	0	2
ASV5395	0	0	0	0	0	0
ASV5405	2	2	0	1	7	0
ASV5407	0	0	1	0	0	0
ASV5428	0	0	0	0	0	0
ASV5477	2	0	4	2	1	2
ASV5497	1	0	0	0	0	0
ASV5544	4	1	3	1	0	1
ASV5563	0	0	0	0	0	0
ASV5643	2	2	7	1	1	1
ASV5677	1	3	5	1	1	0
ASV5693	0	0	2	1	3	0
ASV5697	0	0	0	0	0	0
ASV5717	0	0	0	0	0	0
ASV5732	0	0	2	1	0	0
ASV5738	0	0	1	0	0	0
ASV5751	0	0	0	0	0	0
ASV5753	0	0	0	0	0	2
ASV5758	0	1	0	0	0	0
ASV5776	0	0	3	0	0	0
ASV5790	0	0	0	0	0	0
ASV5813	0	0	0	0	0	0
ASV5850	0	0	1	0	0	0
ASV3513	2	14	1	2	0	0
ASV3585	0	0	0	0	0	0
ASV3615	2	0	1	1	0	1
ASV3619	0	0	0	0	0	0
ASV3723	2	1	3	1	0	0
ASV3764	0	11	0	1	1	0
ASV3775	2	14	0	1	0	0
ASV3949	0	0	5	2	0	1
ASV3951	0	0	0	0	0	0
ASV3965	1	1	0	1	0	3
ASV3991	1	0	0	0	0	0
ASV3999	0	4	2	2	0	11
ASV4002	1	1	0	0	4	0
ASV4161	5	1	2	5	0	1
ASV4168	0	1	1	1	0	2
ASV4169	0	0	5	3	10	0
ASV4171	0	0	0	0	0	0
ASV4172	1	4	1	1	1	0
ASV4221	0	0	1	0	0	0
ASV4255	0	9	2	0	5	0
ASV4266	0	0	0	0	0	0
ASV4271	3	0	0	1	0	0
ASV4278	0	0	2	1	0	0
ASV4315	5	0	2	3	0	2
ASV4341	1	0	0	0	0	0
ASV4360	0	1	0	0	4	0
ASV4367	1	8	3	1	0	0
ASV4370	2	1	1	1	7	6
ASV4384	1	0	2	0	0	0
ASV4385	2	1	0	1	9	6
ASV4407	0	0	0	2	0	0
ASV4445	0	0	0	0	0	0
ASV4452	2	3	1	2	0	1
ASV4480	0	0	0	0	0	0
ASV4481	0	0	0	0	0	1
ASV4484	0	0	0	0	0	0
ASV4510	0	0	0	0	0	0
ASV4514	2	2	0	0	0	0
ASV4521	1	0	0	0	0	0
ASV4557	1	3	5	0	1	1
ASV4575	3	2	1	0	0	1
ASV4582	0	3	0	6	10	0
ASV4591	1	0	0	0	0	0
ASV4613	0	0	0	0	0	0
ASV4642	0	0	0	0	0	0
ASV4665	0	0	0	0	0	0
ASV4667	3	1	6	1	0	0
ASV4674	2	0	1	1	0	0
ASV4690	3	0	3	0	0	4
ASV4762	0	0	0	0	0	0
ASV4786	0	0	0	0	0	0
ASV4807	2	0	3	1	0	0
ASV4814	0	0	0	0	0	0
ASV4837	1	0	2	2	0	0
ASV4900	0	1	6	3	0	2
ASV4911	0	0	0	0	0	0
ASV4925	0	0	0	0	0	0
ASV4926	0	0	1	0	0	2
ASV4940	0	4	1	1	9	0
ASV4981	2	1	2	0	0	1
ASV5000	0	0	0	0	0	0
ASV5001	1	0	1	1	0	1
ASV5033	0	0	0	0	0	0
ASV5034	0	0	0	0	1	0
ASV5035	3	0	2	0	0	0
ASV5036	1	3	3	1	0	4
ASV5037	3	0	2	0	0	0
ASV5127	0	0	5	3	0	2
ASV5128	1	3	4	3	5	0
ASV5130	0	0	0	0	0	2
ASV5136	2	0	9	5	0	2
ASV5148	0	0	0	0	0	0
ASV5160	0	0	0	1	0	2
ASV5188	1	1	1	1	1	1
ASV5196	0	0	0	0	1	0
ASV5235	0	0	0	0	0	0
ASV5251	0	0	3	4	7	1
ASV5290	0	0	0	0	0	0
ASV5332	0	4	4	2	5	0
ASV5355	0	0	0	0	14	0
ASV5361	1	1	2	1	0	2
ASV5363	0	0	0	0	0	0
ASV5390	0	0	0	0	0	0
ASV5398	2	0	4	2	0	0
ASV5404	0	2	0	0	0	1
ASV5414	0	2	5	4	4	0
ASV5429	0	1	0	0	0	0
ASV5434	0	0	0	0	0	0
ASV5455	2	0	0	0	0	0
ASV5474	0	2	2	1	1	0
ASV5476	1	0	8	3	0	1
ASV5517	1	1	0	0	1	0
ASV5526	2	2	3	0	5	3
ASV5560	2	1	0	0	1	3
ASV5579	0	0	0	0	0	0
ASV5582	0	0	0	0	0	0
ASV5593	0	1	1	0	1	3
ASV5645	3	0	4	1	0	1
ASV5669	1	0	0	0	0	0
ASV5671	2	0	1	0	0	0
ASV5678	0	0	2	3	0	1
ASV5689	0	0	1	0	0	0
ASV5703	0	0	0	0	0	0
ASV5725	0	0	0	0	0	0
ASV5766	0	0	0	0	0	0
ASV5798	0	0	0	0	0	0
ASV5840	0	0	2	2	4	0
ASV5867	0	0	0	0	0	0
ASV5917	0	0	0	0	0	0
ASV5933	0	0	0	0	0	0
ASV5935	0	0	0	0	0	0
ASV5952	1	1	2	0	0	3
ASV5956	1	0	1	0	0	1
ASV3939	3	7	2	5	1	0
ASV3947	1	1	4	1	2	0
ASV4058	0	0	0	1	1	0
ASV4158	0	1	1	0	2	1
ASV4170	0	10	1	1	1	4
ASV4194	0	1	2	0	6	0
ASV4230	0	0	2	0	0	0
ASV4243	4	6	0	5	2	0
ASV4267	2	10	0	1	0	1
ASV4280	0	0	0	1	0	0
ASV4303	4	0	9	0	0	0
ASV4312	1	0	0	0	0	0
ASV4320	1	0	1	0	0	0
ASV4321	0	0	0	0	0	0
ASV4340	4	1	1	1	5	0
ASV4361	0	0	0	12	0	0
ASV4377	0	1	9	3	5	0
ASV4391	0	4	4	1	8	0
ASV4465	0	0	0	0	0	0
ASV4469	0	7	2	0	0	1
ASV4498	0	0	0	2	11	0
ASV4535	0	0	1	0	0	0
ASV4542	0	0	0	0	0	0
ASV4583	0	0	3	0	0	0
ASV4607	1	0	3	1	0	0
ASV4624	1	0	0	0	0	0
ASV4627	0	0	0	0	1	0
ASV4693	0	0	0	0	0	0
ASV4705	1	1	0	0	0	0
ASV4717	2	1	4	1	0	0
ASV4722	1	0	1	0	0	2
ASV4728	0	0	0	0	0	0
ASV4732	1	1	0	1	0	1
ASV4782	0	0	0	2	0	0
ASV4800	0	0	0	0	0	0
ASV4827	1	0	0	0	1	5
ASV4841	2	12	2	1	0	0
ASV4882	0	0	0	0	1	0
ASV4923	0	1	1	0	0	0
ASV4958	0	0	0	0	0	0
ASV4965	0	0	0	0	0	0
ASV4997	1	0	4	1	0	0
ASV5003	0	0	0	0	0	0
ASV5007	2	0	1	4	0	2
ASV5014	0	0	0	0	0	0
ASV5031	0	0	6	3	1	0
ASV5046	0	0	0	0	11	0
ASV5063	0	0	2	0	0	1
ASV5064	0	0	0	0	0	2
ASV5072	3	2	1	2	3	0
ASV5086	2	1	1	0	0	0
ASV5113	0	0	0	0	0	0
ASV5119	0	1	2	1	1	0
ASV5165	0	0	1	0	0	0
ASV5203	0	0	1	0	0	0
ASV5209	1	0	2	2	3	0
ASV5212	3	0	4	1	0	0
ASV5229	0	0	0	0	0	0
ASV5240	0	0	0	0	0	0
ASV5256	0	0	0	0	0	0
ASV5268	0	0	0	0	0	0
ASV5281	1	0	1	0	0	0
ASV5317	0	1	0	0	0	0
ASV5334	2	0	0	2	0	1
ASV5341	0	0	0	0	0	0
ASV5400	0	0	0	0	0	0
ASV5403	0	0	1	11	1	2
ASV5415	0	0	0	0	0	0
ASV5482	0	0	2	1	0	0
ASV5487	1	0	0	0	0	0
ASV5513	5	1	1	1	0	4
ASV5559	0	0	1	0	0	0
ASV5596	0	0	0	2	1	0
ASV5607	2	6	3	3	3	0
ASV5625	1	0	1	1	1	3
ASV5636	0	0	0	0	0	0
ASV5683	0	0	0	0	0	0
ASV5727	1	1	5	4	0	1
ASV5730	0	0	0	0	2	0
ASV5746	0	1	1	2	4	0
ASV5748	0	0	0	0	0	0
ASV5777	0	2	2	3	9	0
ASV5778	0	0	1	0	0	0
ASV5805	0	0	0	0	5	0
ASV5812	0	1	2	3	2	1
ASV5819	0	3	2	1	6	0
ASV5828	7	4	2	0	0	2
ASV5836	0	0	0	1	0	2
ASV5837	0	0	0	2	0	0
ASV5843	1	0	1	0	0	0
ASV5859	0	0	0	0	0	0
ASV5860	0	0	0	0	0	0
ASV5887	3	1	2	0	0	0
ASV5908	0	4	0	0	1	0
ASV5948	1	0	0	0	0	0
ASV5954	1	0	1	1	0	0
ASV5955	0	0	0	0	0	0
ASV3548	0	0	1	0	0	0
ASV3603	0	0	0	0	0	0
ASV3610	0	13	2	1	1	0
ASV3839	2	3	5	0	0	6
ASV3935	0	0	0	0	0	0
ASV3943	0	0	0	0	0	0
ASV3980	0	0	0	1	0	0
ASV4073	0	6	1	1	3	3
ASV4162	0	0	0	14	0	0
ASV4176	0	0	0	0	0	0
ASV4216	0	0	0	0	0	0
ASV4268	0	0	1	2	0	0
ASV4287	0	0	0	3	3	0
ASV4297	0	0	0	0	0	0
ASV4337	4	0	0	3	2	3
ASV4485	0	0	0	16	0	0
ASV4497	1	5	1	5	0	3
ASV4499	5	6	2	2	0	2
ASV4506	0	0	0	0	1	0
ASV4526	0	0	1	0	14	0
ASV4550	0	0	0	0	0	0
ASV4561	0	0	3	0	0	0
ASV4589	6	0	3	0	0	0
ASV4594	1	0	1	1	9	1
ASV4608	1	1	2	3	1	0
ASV4609	0	0	0	0	0	0
ASV4630	0	0	0	0	0	0
ASV4637	0	0	0	0	0	0
ASV4647	0	0	1	3	1	0
ASV4664	0	0	0	0	0	0
ASV4682	0	0	0	0	0	0
ASV4702	0	2	0	2	0	1
ASV4721	0	0	0	0	0	0
ASV4740	2	4	0	0	3	4
ASV4749	0	1	0	1	0	0
ASV4773	0	0	0	0	5	0
ASV4806	0	0	0	1	0	1
ASV4812	0	0	3	2	1	1
ASV4840	0	0	0	0	0	0
ASV4856	0	1	1	0	1	0
ASV4857	3	0	1	1	2	1
ASV4866	3	3	1	2	0	1
ASV4867	2	4	2	0	0	1
ASV4870	0	0	0	0	0	0
ASV4872	1	11	0	1	0	0
ASV4887	0	0	0	0	0	0
ASV4905	0	0	0	0	0	0
ASV4945	1	0	5	4	0	3
ASV4949	0	0	0	0	0	0
ASV5011	0	0	0	0	0	0
ASV5017	0	0	0	0	0	0
ASV5043	1	0	0	0	0	0
ASV5125	1	0	0	1	7	0
ASV5152	0	0	1	0	2	0
ASV5157	0	0	0	0	0	0
ASV5211	0	0	0	0	0	0
ASV5222	1	4	2	3	3	1
ASV5236	0	0	0	0	0	0
ASV5262	0	0	0	9	6	0
ASV5274	0	0	1	0	1	2
ASV5292	7	0	2	4	0	1
ASV5378	2	1	3	4	0	0
ASV5396	2	1	4	1	0	0
ASV5442	0	0	0	0	0	0
ASV5472	0	0	1	0	0	0
ASV5498	2	0	5	6	0	0
ASV5530	4	5	1	1	1	0
ASV5573	0	3	0	0	2	0
ASV5597	0	0	1	0	2	0
ASV5610	0	5	2	1	0	0
ASV5666	0	0	0	0	0	0
ASV5672	0	0	0	0	0	0
ASV5741	0	0	0	0	1	0
ASV5749	3	0	1	2	0	0
ASV5780	2	0	2	0	2	6
ASV5801	0	0	0	0	0	0
ASV5807	0	0	0	0	0	0
ASV5851	0	0	0	0	0	0
ASV5879	0	0	1	0	0	0
ASV5885	6	0	2	0	0	1
ASV5900	0	0	0	0	0	0
ASV5925	1	0	4	1	0	4
ASV4005	0	0	0	0	0	0
ASV4030	1	0	7	3	0	0
ASV4138	0	0	10	4	2	0
ASV4152	0	1	0	0	0	0
ASV4219	0	0	0	0	0	0
ASV4262	2	5	1	1	7	0
ASV4284	0	0	0	0	0	0
ASV4354	0	0	0	0	0	0
ASV4402	2	1	0	0	0	1
ASV4403	1	0	1	0	0	0
ASV4425	0	0	1	1	9	0
ASV4440	0	0	6	1	3	4
ASV4449	0	0	1	1	5	0
ASV4519	0	0	1	1	0	0
ASV4524	0	0	0	0	0	0
ASV4539	0	2	1	0	1	7
ASV4588	0	0	1	0	0	0
ASV4662	2	1	0	3	1	1
ASV4733	0	0	2	0	0	1
ASV4738	1	0	1	0	0	0
ASV4793	9	3	0	0	0	3
ASV4820	0	2	1	2	5	0
ASV4828	3	0	3	0	0	0
ASV4869	0	0	0	0	0	0
ASV4874	0	5	0	2	3	2
ASV4886	0	0	0	0	15	0
ASV4889	3	1	3	0	0	7
ASV4907	0	0	0	0	0	0
ASV4931	1	2	1	2	4	0
ASV4933	0	0	0	0	3	0
ASV4971	0	0	1	1	9	0
ASV4990	2	0	1	0	2	0
ASV4994	1	8	1	4	2	0
ASV5004	0	0	0	0	3	0
ASV5023	0	0	0	0	0	0
ASV5024	0	0	0	0	0	0
ASV5052	0	0	0	0	0	0
ASV5054	0	1	1	6	5	0
ASV5098	0	0	0	0	0	0
ASV5101	0	0	0	0	0	0
ASV5158	0	0	0	0	0	0
ASV5184	0	0	5	3	0	0
ASV5185	0	2	1	1	2	0
ASV5208	0	0	0	0	0	1
ASV5214	4	0	5	0	0	2
ASV5231	0	0	0	0	0	13
ASV5232	0	0	1	0	0	2
ASV5233	0	0	0	0	0	0
ASV5271	0	0	0	0	0	1
ASV5276	0	0	0	0	9	0
ASV5300	1	2	9	0	2	0
ASV5307	0	0	0	0	0	0
ASV5348	0	0	0	0	0	0
ASV5354	4	0	3	2	0	4
ASV5359	0	0	0	0	1	0
ASV5445	0	1	4	6	0	1
ASV5449	0	0	0	1	0	0
ASV5457	2	1	0	0	1	0
ASV5460	0	0	0	0	0	0
ASV5471	0	0	3	0	0	0
ASV5475	1	1	5	2	5	1
ASV5505	0	5	0	0	0	0
ASV5529	0	0	0	0	2	0
ASV5546	3	1	3	3	1	1
ASV5550	2	0	2	0	0	1
ASV5555	0	0	0	0	0	0
ASV5586	0	0	1	0	0	0
ASV5588	4	0	1	0	0	6
ASV5609	0	3	2	0	1	2
ASV5652	0	0	0	0	0	0
